conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ef1b136-d2d8-4e1e-a140-834933726a64,skill/competence,sector-specific,gérer la manutention de fret,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Gérer en toute sécurité les éléments mécaniques lors du chargement et du déchargement de frets et de stocks. Organiser l’arrimage et le désarrimage des produits pour garantir la stabilité du navire.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9efc639c-712f-4857-acf9-ad311b7d69f3,skill/competence,sector-specific,favoriser l’équilibre entre le repos et l’activité,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fournir des informations sur le rôle du repos et de la régénération dans le cadre de l’amélioration des performances sportives. Favoriser le repos et la régénération en indiquant les proportions appropriées entre entraînement, compétition et epos."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9effa3d7-c0c4-4583-ad94-b496ba5e5f2c,knowledge,cross-sector,méthodes d'extraction de données,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Les techniques d’exploration de données utilisées pour déterminer et analyser la relation entre différents éléments de l’économie et de la commercialisation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f00e8aa-406e-42f3-bff4-f175288bf7f1,skill/competence,occupation-specific,utiliser une machine d’extrusion à chaud,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Utiliser et surveiller une machine d’extrusion conçue pour former un métal chaud lorsque la température est légèrement supérieure à sa température de recristallisation, conformément aux réglementations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f0b8355-7529-42bb-b876-087e3eea732f,skill/competence,cross-sector,interagir avec d’autres acteurs,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Jouer avec d’autres acteurs. Anticiper leurs mouvements. Réagir à leurs actions.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f0d30b2-cf59-4819-b3a6-29b1c031c313,skill/competence,occupation-specific,produire des cristaux pour semi-conducteurs,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Insérer les matériaux pour semi-conducteurs bruts, tels que le silicium polycristallin, dans les fours. Le silicium fondu qui en résulte est ensuite filé dans un creuset et un cristal germe de silicium y est ajouté lorsque le creuset tourne dans le sens inverse. Lorsque le silicium polycristallin fondu peut être refroidi, le cristal germe est progressivement retiré. Il en résulte un cristal semiconducteur d’un diamètre d’environ 200 millimètres."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f0e78ef-bbe4-4d25-a5a9-f0e98ee99da2,skill/competence,cross-sector,évaluer le comportement à risque de délinquants,,,released,2016-12-20T20:18:33Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Évaluer et surveiller le comportement des délinquants afin de déterminer s’ils présentent un risque pour la société et quelles sont leurs chances de réadaptation positive, en évaluant leur environnement, leur comportement et les efforts qu’ils déploient pour se réadapter."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f10e94b-a43d-4772-9f60-24e9bbbdedb7,skill/competence,cross-sector,optimiser les recettes de ventes,"optimiser les recettes tirées des ventes
accroître la rentabilité des ventes
augmenter la rentabilité des ventes",,released,2016-09-15T10:52:03Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Accroître les volumes de ventes possibles et éviter les pertes grâce à la vente croisée, la vente incitative ou la promotion de services supplémentaires."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f151144-8c3f-4745-9141-bb4a94680c2f,skill/competence,sector-specific,élaborer des modèles de costumes,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Élaborer et confectionner des modèles de costumes à l’aide d’une paire de ciseaux et d’instruments de mesure.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f152792-2589-4256-bbd9-9e87bf524631,skill/competence,sector-specific,vendre des produits de confiserie,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Vendre des pâtisseries, des bonbons et des produits de chocolaterie aux clients."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f1bd2a4-91af-4b60-aeb3-0fe1f4434966,skill/competence,cross-sector,commander des matériaux de construction,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Commander les matériaux requis au projet de construction, en prenant soin d’acheter les matériaux les plus adéquats, à un bon prix."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f2385b1-4409-4db2-8342-77377d5b18df,skill/competence,sector-specific,gérer des adhésions,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Veiller à l’efficacité des processus et des systèmes internes afin de gérer les adhésions et de superviser les tâches inhérentes.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f23a9cc-36a4-477b-a38b-9d4cb4f58c54,skill/competence,occupation-specific,transférer une installation de granulation,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Charger et décharger une installation de granulation.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f24dc80-084b-4d73-8bf9-a08c1c755793,skill/competence,sector-specific,tester des machines de traitement de pellicules photo,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Utiliser des instruments de précision pour déterminer le bon fonctionnement des machines de traitement de pellicules photo.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f278b77-76f3-44cb-a82a-4c6f07cec4e7,skill/competence,sector-specific,tenir l’inventaire d’un navire,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Tenir un inventaire à jour pour un navire, notamment les informations sur les éléments en réserve, le pétrole et le carburant. Déterminer la quantité de carburant nécessaire à un voyage; s’assurer que le navire dispose, en tout temps, de suffisamment de carburant."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f28d872-3864-43a7-b316-4d8c09e4eb70,skill/competence,sector-specific,évaluer le durcissement d’une huile,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Évaluer les échantillons afin de s’assurer que le durcissement des huiles est conforme aux spécifications.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f34107c-8db0-4b00-84d8-3f64e400c80c,skill/competence,cross-sector,consulter des ressources techniques,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Lire et interpréter les ressources techniques telles que les dessins numériques ou papier et les données d’ajustement pour installer de manière appropriée une machine ou un outil professionnel ou pour assembler les équipements mécaniques.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f3e3f27-1f27-4b77-9bc8-4ec33e33b8b1,skill/competence,transversal,écrire en bengali,,,released,2025-01-27T09:04:17.211Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-language-groups",Rédiger des textes en bengali.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f419402-ceea-4e44-bae2-9f11fbcf8f08,skill/competence,sector-specific,surveillance de l’infrastructure des piscines,,,released,2020-07-09T09:02:20.01Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Surveiller et inspecter régulièrement l’état de la piscine et de ses infrastructures environnantes, telles que les plongeoirs, les échelles et le sol.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f436e91-bc51-4d18-a3c7-17c1271e2ed0,skill/competence,sector-specific,entretenir du matériel d’éclairage,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Vérifier, entretenir et réparer les éléments d’éclairage électriques, mécaniques et optiques."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f43c56e-3ec5-490b-ab02-2e42fb700ca9,skill/competence,sector-specific,déterminer le contexte de présentation des œuvres,"déterminer le contexte de présentation des travaux
identifier le lieu où présenter le spectacle
proposer un contexte pour présenter les travaux
identifier le lieu de présentation de la performance
déterminer le contexte dans lequel l'œuvre sera présentée",,released,2023-12-12T15:04:34.752Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Proposer un théâtre, une salle, un autre lieu ou un espace extérieur pour la présentation d’une œuvre. Déterminer le moyen de présentation, le public cible, etc. Définir les relations avec le public."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f48588c-a0da-4598-aeae-35006117a3cf,knowledge,occupation-specific,types de voies navigables,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Domaine d’information qui établit une distinction entre différents types de voies navigables d’origine humaine, tels que les canaux et les barrages."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f4b0bcb-e2eb-4e8c-b866-f868073af856,skill/competence,cross-sector,surveiller une évaluation,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Surveiller le processus d’évaluation sur le lieu de travail ou dans le contexte éducationnel.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f4f42a1-441d-401f-b0ea-cf4ff82816a7,skill/competence,sector-specific,utiliser un marteau-piqueur,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Utiliser un marteau-piqueur, manuellement ou lorsque celui-ci est fixé à une pièce mobile d’un équipement lourd, afin de casser le matériau."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f5e899e-a53f-4b7a-a137-aade7fb18b86,knowledge,sector-specific,théorie architecturale,théorie de l’architecture,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Les principes qui sous-tendent les différentes théories relevant de l’architecture. Les relations entre les bâtiments et la société, ainsi que la relation entre l’art et l’architecture. Les théories autour de la position de l’architecte dans la culture et la société."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f644d04-ab55-4881-a592-aeecda9c4874,skill/competence,sector-specific,traduire à vue,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Lire des documents à voix haute dans une langue différente de la langue dans laquelle le document est rédigé.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f6946f7-60aa-409a-b33d-152f244299d8,skill/competence,cross-sector,donner des conseils sur les infractions à la réglementation,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Donner des conseils sur les mesures correctives et préventives; corriger les infractions ou la non-conformité aux réglementations juridiques.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f719da2-5ba8-46b8-b20b-3d5f59208f49,knowledge,sector-specific,systèmes de montage de panneaux solaires,"systèmes de montage pour panneaux solaires
montures ballastées
supports pour panneaux solaires
montures de poteaux
panneaux solaires",,released,2023-04-04T15:46:18.247Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Différents modes d’installation de panneaux solaires, telle que l’installation sur poteaux, où les panneaux sont fixés à une surface, le montage de ballast, où les poids sont utilisés pour maintenir les panneaux en place, et le suivi du soleil, où les panneaux sont montés sur une surface en mouvement afin de suivre le soleil dans le ciel pour un ensoleillement optimal."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f72c931-f94d-4faa-83e4-8674c399f5d2,knowledge,sector-specific,entrepreneuriat social,,,released,2024-02-23T16:35:05.038Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Processus de création, de gestion et de développement d’une entreprise visant à relever les défis sociaux.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f763ac3-1d6c-48d2-ab54-324b1b144f40,skill/competence,cross-sector,gérer la qualité de l’air,,,released,2024-02-09T17:29:09.851Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Superviser, vérifier et gérer la qualité de l’air, notamment par des mesures correctives."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f76644e-45ce-424e-91dc-064cb166b323,skill/competence,occupation-specific,friser des cheveux,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Friser les cheveux d’une personne à l’aide des techniques et des produits appropriés.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f817e84-da26-4e80-a3ea-0019045614ee,knowledge,occupation-specific,code de la publicité,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","La législation et les règles en matière de publicité lors de la présentation d’un produit sous forme de texte, d’images ou d’autres symboles."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f8a0463-e34e-4af0-ae66-f9a0f3a82180,skill/competence,cross-sector,garantir le respect d’exigences légales,,,released,2016-12-20T19:44:03Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Veiller à ce que toutes les exigences légales soient respectées.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f8ace7a-46e0-4c00-a51c-a0ba9babe9de,skill/competence,sector-specific,dessiner des esquisses de maquillage,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Dessiner des esquisses de maquillage pour développer le concept et le partager avec les autres.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f910a4f-6310-4337-a078-a1b4fe643afd,skill/competence,occupation-specific,créer un modèle-maître,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Élaborer des moules en caoutchouc vulcanisé pouvant être utilisés pour le processus de cire perdue.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f94d5f4-ac34-406d-940f-c723976dc8f4,skill/competence,sector-specific,donner des conseils sur les caractéristiques d’un véhicule,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fournir des conseils aux clients sur les caractéristiques, la fonctionnalité et les commandes d’un véhicule, telles que les couleurs, les types de sièges, le tissu, etc."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9f9a3323-879a-445a-9c1f-8fd01c1b834e,skill/competence,occupation-specific,gérer l’inventaire d’une boutique de prêt sur gages,,,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Assurer le suivi de l’inventaire d’une boutique de prêt sur gages et veiller à ce que l’inventaire ne comporte jamais trop ou pas suffisamment d’articles. Adapter les procédures des boutiques de prêt sur gages afin d’optimiser leur inventaire.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fa06999-9ba9-4d74-9b15-edfc788b55f7,skill/competence,cross-sector,élaborer des politiques fiscales,,,released,2024-02-09T17:29:16.725Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Élaborer de nouvelles politiques portant sur les procédures fiscales en fonction des recherches antérieures, qui permettent d’améliorer l’efficacité des procédures et leur influence sur l’optimisation des recettes et des dépenses de l’État, en veillant au respect de la législation fiscale."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fa1f26c-f10c-47a3-a4d1-8854579a117d,skill/competence,occupation-specific,intervenir pour améliorer l’état nutritionnel sous-optimal d’un individu,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Proposer des moyens de remédier et d’améliorer l’état nutritionnel des personnes en vue d’un état optimal.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fa68ebb-8522-4ade-85c8-4500f525871b,skill/competence,cross-sector,observer des activités pédagogiques,,,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Observer les activités menées dans le cadre d’une leçon ou d’un cours afin d’analyser la qualité des méthodes d’enseignement, des documents didactiques et des normes des programmes d’études."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fa6b84e-d625-4d1d-a5d0-e7f6b357deb8,knowledge,cross-sector,épidémiologie,,,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","La branche de la médecine qui traite de l’incidence, de la répartition et du contrôle des maladies. L’étiologie de la maladie, sa transmission, l’étude des foyers épidémiques et les comparaisons des effets du traitement."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9faa44df-0821-4f69-8f86-184c799cf44f,knowledge,sector-specific,HeroEngine,,,released,2025-06-25T08:20:05.218Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","La plateforme collaborative en temps réel en nuage, qui se compose d’environnements de développement intégré et d’outils de conception spécialisés, conçus pour l’itération rapide de jeux informatiques définis par l’utilisateur. 
 "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fb35964-03f9-442e-96c0-989ab8b018e4,skill/competence,sector-specific,réaliser un mélange de moulage,,,released,2025-11-27T08:27:01.238Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Réaliser un mélange de moulage en ajoutant des quantités spécifiées de matières, telles que du sable, de l’argile, de la boue siliceuse ou des granules de plastique, selon une recette fixe, mettre en place le contrôleur des cuves de fusion et surveiller le processus de fusion."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fb9f552-917f-4d26-acfb-bbe6d1005b90,skill/competence,occupation-specific,interpréter des données de laboratoire en génétique médicale,,,released,2024-02-09T17:29:15.235Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Réaliser des études de diagnostic et des analyses génétiques, biochimiques, cytogénétiques et moléculaires, en interprétant les données de laboratoire obtenues."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fc400ac-8ed2-4aff-915f-aa4f2609ec7b,knowledge,cross-sector,recherche pluridisciplinaire,méthodes de recherche multidisciplinaires,,released,2024-01-29T11:25:54.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","La technique de recherche dans laquelle une question commune est examinée à l’aide d’approches appliquées dans différentes disciplines dans le but d’y trouver une solution globale.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fc6fc4f-02ee-4e42-84a3-9f54ca607daf,skill/competence,occupation-specific,montrer des échantillons de vêtements,,,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Fournir des échantillons de vêtements aux représentants commerciaux ; prévoir des rencontres lors des défilés de mode afin de montrer des échantillons de vêtements.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fc8af29-f33f-4e80-8a23-11e258c910ab,knowledge,sector-specific,barèmes d’évaluation de croissance,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Les différentes méthodes utilisées pour évaluer la croissance de la plupart des espèces cultivées.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fcf9918-fdef-49c3-aedc-518eb1e7e1f5,skill/competence,cross-sector,respecter la législation dans le domaine de la santé,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Respecter la législation régionale et nationale en matière de santé, qui régit les relations entre les fournisseurs, payeurs, vendeurs du secteur de la santé et patients et la fourniture de services de soins de santé.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fcfddf2-6f79-4452-a642-066dc55ddcbb,skill/competence,sector-specific,faire décanter des vins,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Déterminer à quel moment le vin doit être décanté. Décanter les bouteilles devant les invités de manière professionnelle et sûre. La décantation est particulièrement intéressante pour les vins rouges. Verser le vin d’un contenant dans un autre, généralement pour séparer les sédiments."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fd126c7-ae3d-470f-ba64-c27a85e5bb27,skill/competence,sector-specific,proposer des améliorations à une production artistique,,,released,2024-02-09T17:29:13.7Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Évaluer les activités artistiques passées en vue d’améliorer les futurs projets.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fd17276-f2c1-47a3-8a42-808134136630,knowledge,sector-specific,thermohydraulique,,,released,2024-02-09T17:29:15.968Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Types de procédés hydrauliques utilisés pour déplacer la chaleur produite et l’utilisation de cette chaleur pour produire de l’électricité.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fd1da02-2bb2-4b6f-8bf2-2d34fd638226,skill/competence,occupation-specific,préparer des opérations d’abattage d’urgence,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Préparer et exécuter des opérations d’abattage d’urgence, généralement à la suite d’accidents de la route impliquant un arbre, de dommages dus aux tempêtes, des maladies d’arbres ou d’infestations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fd32e78-6277-4a8c-b020-ad109f92ba4f,skill/competence,sector-specific,réaliser des piercings,,,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Percer certaines parties du corps d’une personne pour créer une ouverture pour les bijoux ou les anneaux.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fd3b0ab-8eb4-4790-9733-9d383df53df3,skill/competence,occupation-specific,évaluer des soins infirmiers spécialisés,,,released,2025-11-26T10:22:35.876Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Évaluer et vérifier le domaine de spécialisation afin de garantir des soins infirmiers sûrs.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fdf9c5f-15c7-4f18-b879-ae2d76f32b7a,knowledge,sector-specific,règles de santé animale sur la distribution de produits d'origine animale,,,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Types de règles de police sanitaire nationales et internationales régissant la distribution et l’introduction de produits d’origine animale destinés à la consommation humaine, par exemple la directive 2002/99/CE."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fe18ec3-08c3-4830-bca2-6f025216ac76,knowledge,occupation-specific,possibilités de développement dans les interventions de musicothérapie,,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Les possibilités de développement, la motivation et l’incidence sur la pensée, la sensibilisation et les actions humaines, ainsi que leur importance pour les interventions psychosociales et musicothérapeutiques."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fe699e9-3490-4f3d-a50d-9f9d31c98698,skill/competence,sector-specific,utiliser une grue mobile,,,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Utiliser une grue mobile en toute sécurité. Tenir compte de l’état du terrain, des conditions météorologiques, de la masse de la charge et des manœuvres attendues."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9fec670e-4427-482f-b2ce-6355cba6b68e,skill/competence,sector-specific,adapter des tests auditifs,adapter des tests d’audition,,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Adapter les tests auditifs en fonction de l’âge et de la capacité du patient.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f,skill/competence,sector-specific,gérer les données,"gérer des outils de qualité des données
administrer des données
utiliser un logiciel qualité des données
évaluer la qualité des données
gérer des données
gérer le cycle de vie des données",,released,2025-05-16T14:42:49.886Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Gérer tous les types de ressources de données tout au long de leur cycle de vie en procédant à l’interconnexion, à l’analyse, à la normalisation, à la résolution d’identité, au nettoyage, à l’amélioration et au contrôle des données. Veiller à ce que les données soient adaptées à l’usage prévu, en utilisant des outils de TIC spécialisés pour répondre aux critères de qualité des données."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a006ac4c-3585-43e9-ac1d-a89b80d28e1d,skill/competence,occupation-specific,évaluer les acquis,,,released,2024-02-28T15:52:53.615Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Évaluer les compétences, aptitudes et connaissances professionnelles des candidats au moyen de tests, d’entretiens, de simulations et de preuves des acquis selon une norme ou une procédure prédéfinie. Formuler des déclarations sommatives des compétences affichées par rapport aux attentes établies.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a01243ed-cd31-44d5-b8ee-b19f6718425e,skill/competence,sector-specific,maintenir des filets de cages,,,released,2021-12-10T20:01:12.586Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Procéder au nettoyage, au séchage et au stockage des filets de cages retirés.
	"
