conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0005c151-5b5a-4a66-8aac-60e734beb1ab,skill/competence,sector-specific,gérer le personnel musical,,,released,2023-11-30T15:53:37.136Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Attribuer et gérer les tâches du personnel dans des domaines tels que la notation, l’arrangement, la copie de musique et le coaching vocal."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00064735-8fad-454b-90c7-ed858cc993f2,skill/competence,occupation-specific,superviser des procédures correctionnelles,,,released,2023-11-30T15:04:00.689Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Superviser les opérations d’un établissement correctionnel ou d’autres procédures correctionnelles, en s’assurant qu’elles sont conformes aux règlements légaux, et s’assurer que le personnel respecte les règlements, et viser à améliorer l’efficacité et la sécurité de l’établissement."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000709ed-2be5-4193-b056-45a97698d828,skill/competence,sector-specific,appliquer des pratiques de travail social anti-oppressif,,,released,2023-11-28T10:45:53.54Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identifier l’oppression dans les sociétés, les économies, les cultures et les groupes, en agissant en tant que professionnel d’une manière non oppressive, permettant aux usagers de prendre des mesures pour améliorer leur vie et permettant aux citoyens de changer leur environnement en fonction de leurs propres intérêts."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0007bdc2-dd15-4824-b7d6-416522c46f35,skill/competence,sector-specific,contrôler la conformité à la réglementation sur les véhicules ferroviaires,,,released,2023-11-30T16:29:18.273Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inspecter le matériel roulant, les composants et les systèmes pour s’assurer de leur conformité aux normes et aux spécifications."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00090cc1-1f27-439e-a4e0-19a87a501bfc,skill/competence,cross-sector,recenser les services disponibles,,,released,2023-11-28T10:38:49.206Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Identifier les différents services disponibles pour un délinquant pendant sa période de probation afin de l’aider dans son processus de réadaptation et de réinsertion sociale, et le conseiller sur la façon dont il peut identifier les services qui lui sont disponibles."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000bb1e4-89f0-4b86-be05-05ece3641724,skill/competence,cross-sector,réaliser des études toxicologiques,,,released,2023-11-30T15:10:42.752Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Effectuer des tests pour détecter les poisons ou l’usage abusif de médicaments et aider à surveiller le traitement en utilisant des réactifs chimiques, des enzymes, des radio-isotopes et des anticorps pour détecter les concentrations chimiques anormales dans le corps."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000c94d2-2a2e-4545-993c-6df8cb5b0316,skill/competence,occupation-specific,assurer l’uniformité de coquilles,,,released,2023-11-30T16:49:26.078Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Assurer l’uniformité des coquilles ; utiliser des équipements et des outils de fonderie tels que des machines à souder.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/000f1d3d-220f-4789-9c0a-cc742521fb02,knowledge,sector-specific,Haskell,,,released,2023-11-30T16:13:21.77Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Les techniques et les principes du développement de logiciels, tels que l’analyse, les algorithmes, le codage, les essais et la compilation des paradigmes de programmation en Haskell."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f,skill/competence,transversal,faire preuve d’initiative,,,released,2021-09-02T16:37:00.315Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups","Être proactif et prendre les premières mesures d’une action sans attendre de savoir ce que les autres disent ou font.
  "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001d46db-035e-4b92-83a3-ed8771e0c123,skill/competence,sector-specific,former le personnel à la réduction des déchets alimentaires,,,released,2021-01-20T14:31:01.524Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Mettre en place de nouvelles formations et des dispositions liées à la formation professionnelle pour renforcer les connaissances du personnel sur la prévention du gaspillage alimentaire et les pratiques de recyclage des denrées alimentaires. Veiller à ce que le personnel comprenne les méthodes et outils de recyclage des denrées alimentaires, par exemple le tri des déchets.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0023e7a5-43da-4b68-bee3-726ef21f986d,skill/competence,cross-sector,appliquer des principes diplomatiques,,,released,2023-11-28T10:36:15.443Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Appliquer les processus impliqués dans la création de traités internationaux en menant des négociations entre les représentants de différents pays, en protégeant les intérêts du gouvernement national et en facilitant les compromis."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00298d97-3dc3-4086-a902-bce0a2fba831,skill/competence,sector-specific,mener des enquêtes policières,,,released,2023-11-30T15:58:51.376Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mener des enquêtes dans les affaires policières, ce qui implique l’établissement d’une stratégie d’enquête, la prise de contact avec des experts, la possibilité d’utiliser des méthodes et des points de vue différents, et la direction du personnel d’enquête."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/002b2e58-35ab-460c-be97-ca2f585fd990,skill/competence,sector-specific,gérer des déchets de capture de poissons,,,released,2023-11-30T16:14:30.732Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Éliminer les déchets, le sang et le poisson de qualité inférieure conformément aux procédures de gestion des déchets du site."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,skill/competence,cross-sector,élaborer des concepts d’économie d’énergie,,,released,2023-11-30T16:47:09.526Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Utiliser les résultats des recherches en cours et collaborer avec des experts pour optimiser ou développer des concepts, des équipements et des procédés de production qui nécessitent moins d’énergie, tels que de nouvelles pratiques d’isolation et de nouveaux matériaux."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/004017c9-0337-4f5a-8077-798de9ef12e3,skill/competence,sector-specific,intervenir dans la rue dans le cadre de l’action sociale,,,released,2023-11-30T15:11:30.413Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Mener des activités de sensibilisation en offrant des services d’information ou de conseil directs aux personnes dans leur quartier ou dans la rue, habituellement à l’intention des jeunes ou des sans-abri."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/004f1e68-9ca2-4f3f-92d9-e7d7ff6b9330,skill/competence,sector-specific,travailler avec des solistes,,,released,2023-11-30T14:52:04.558Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Communiquer avec les artistes solistes et les maîtres de concert pour discuter et se préparer aux spectacles.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00506f28-e884-4496-800c-3477c67eb355,knowledge,cross-sector,médecine sportive,médecine du sport,,released,2023-11-28T10:35:15.768Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",La prévention et le traitement des blessures ou problèmes de santé résultant d’une activité physique ou d’un sport.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05,skill/competence,sector-specific,mener des recherches sur la flore,,,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Recueillir et analyser des données sur les plantes afin de découvrir leurs aspects fondamentaux, tels que l’origine, l’anatomie et la fonction."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,skill/competence,cross-sector,installer une pompe à chaleur,,,released,2023-11-30T16:02:47.092Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Installer des pompes à chaleur, qui utilisent les propriétés physiques de substances appelées frigorigènes pour extraire la chaleur d’un environnement et la libérer dans un environnement plus chaud, à l’encontre du flux de chaleur spontané. Créer les ouvertures nécessaires, et installer les parties intérieures et extérieures de la pompe à chaleur. Brancher l’électricité et les conduits éventuels, et configurer la pompe à chaleur."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,skill/competence,sector-specific,concevoir des installations de biomasse,,,released,2024-02-26T09:06:09.511Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills","Concevoir le système énergétique issu de la biomasse. Déterminer les limites en matière de construction telles que l’espace et le poids nécessaires. Calculer des indicateurs tels que la puissance, le débit et les températures. Réaliser des descriptions et des dessins détaillés du modèle.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00831ebb-bac3-4bd1-8dae-2bca67be958d,skill/competence,occupation-specific,manipuler des équipements lors du travail en suspension,,,released,2023-11-30T16:15:46.521Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Utiliser les équipements manuels en toute sécurité lors du travail en suspension. Prendre une position sûre et stable avant de commencer l’opération. Après avoir terminé, ranger l’équipement en toute sécurité, généralement en l’attachant à une boucle de ceinture."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0085e6bd-6829-4e8e-b302-842a7fe57ed9,skill/competence,cross-sector,enseigner l’économie domestique,,,released,2023-11-30T14:59:12.719Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Enseigner l’entretien ménager ainsi que les compétences manuelles visant à améliorer les tâches quotidiennes et les circonstances de la vie.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/008a0e0d-7380-4b31-abe5-0195e700f8c0,skill/competence,sector-specific,vérifier les locomotives,,,released,2023-11-30T16:26:57.022Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",S’assurer que les locomotives sont conformes à la réglementation avant de commencer un voyage.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/008fa98b-dba6-4abf-909e-04299728e3eb,skill/competence,cross-sector,influencer des politiques publiques,,,released,2024-02-23T16:56:46.419Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Communiquer avec des décideurs politiques et leur transmettre des données afin de les convaincre de modifier la législation ou d’allouer des fonds à une certaine cause.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00920055-eb50-4cb8-a23d-3deedbf3753e,knowledge,sector-specific,gestion des risques d’entreprise,,,released,2024-02-28T14:47:43.024Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Une stratégie d’entreprise planifiée qui vise à recenser et évaluer les dangers, les risques, et autres catastrophes potentielles, physiques ou non, susceptibles de perturber les activités et les objectifs d’une organisation, et à s’y préparer.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/009673d9-e2fd-46ef-a64b-6027ac7fd613,skill/competence,sector-specific,fabriquer des ingrédients,,,released,2023-11-28T10:48:56.713Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fabriquer des ingrédients tels que des épices, des additifs et des légumes."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00994812-ac9e-4856-954b-f71bcc6066bb,skill/competence,occupation-specific,entretenir des bassins d’aquaculture,,,released,2023-11-30T15:58:12.366Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Nettoyer l’équipement et les outils de traitement. Vidanger et nettoyer les étangs d’aquaculture à l’aide de brosses, de produits chimiques et d’eau. Préparer des récipients de rétention pour les poissons et changer les filets. Effectuer des traversées en eaux vives. Stocker les poissons dans des unités de rétention. Recueillir les poissons morts dans les unités de rétention."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/009db49b-fcf5-4409-b4a5-232d059f3597,skill/competence,cross-sector,appliquer la politique relative au risque de crédit,,,released,2023-11-30T16:21:51.121Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Mettre en œuvre les politiques et procédures de l’entreprise dans le processus de gestion du risque de crédit. Maintenir en permanence le risque de crédit de l’entreprise à un niveau gérable et prendre des mesures pour éviter les défaillances de crédit.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00a4e92d-e410-42b8-ba2d-d7b3febf49e0,skill/competence,occupation-specific,traiter les demandes des clients concernant le fret,,,released,2023-11-28T10:51:36.263Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Répondre aux demandes des utilisateurs et des clients du port dans le domaine des conteneurs, des arrangements maritimes ou du fret."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f,skill/competence,cross-sector,rédiger des documents scientifiques ou articles universitaires et des documents techniques,,,released,2024-02-27T10:19:54.09Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Rédiger et éditer des textes scientifiques, universitaires ou techniques sur différents sujets.
    "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c04e40-35ea-4ed1-824c-82f936c8f876,knowledge,sector-specific,développement par incréments,,,released,2023-11-30T16:04:23.487Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036",Le modèle de développement par incréments est une méthode de conception de logiciels et d’applications.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c51318-4ea9-4d37-9cd8-74680583d203,knowledge,occupation-specific,utilisation d’équipements spéciaux pour les activités quotidiennes,,,released,2023-11-30T14:55:34.482Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Les types d’équipements spéciaux, les prothèses et les orthèses utilisés pour aider à réaliser des activités quotidiennes, comme les fauteuils roulants."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00c85cbc-2b24-4605-a6fe-55b5c615e3fe,knowledge,sector-specific,techniques de sciage,,,released,2023-11-28T17:01:47.985Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Les différentes techniques de sciage pour l’utilisation de scies à main et de scies électriques.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00cd1d60-782f-48e7-9a7b-b518f2b146b8,skill/competence,sector-specific,produire des pièces de guitare,,,released,2023-11-30T15:07:31.318Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Choisir le bois, les matériaux et les outils appropriés, et construire les différents composants de la guitare, tels que la table d’harmonie, la touche, la tête, le manche et le chevalet."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00dd3271-077f-4a12-a958-e297fdd724ce,skill/competence,sector-specific,faire fonctionner des engins agricoles,,,released,2023-11-30T15:33:40.16Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Conduire du matériel agricole motorisé, notamment des tracteurs, des presses à balles, des pulvérisateurs, des charrues, des faucheuses, des moissonneuses-batteuses, des engins de terrassement, des camions et du matériel d’irrigation."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e261cc-669c-4b94-8950-d038eceb92d8,skill/competence,occupation-specific,contrôler des stocks de produits pyrotechniques,,,released,2023-11-30T16:40:26.908Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Vérifier la date d’expiration du stock afin d’éliminer les produits pyrotechniques déjà périmés. Les placer dans des récipients métalliques spéciaux en vue d’une transformation ultérieure.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e53a0a-c0ba-4c9f-a2ed-4706d5832a00,skill/competence,sector-specific,garantir la satisfaction des clients,,,released,2023-11-30T16:17:08.718Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Gérer les attentes des clients de manière professionnelle, en anticipant et en répondant à leurs besoins et à leurs souhaits. Fournir un service flexible aux clients pour assurer leur satisfaction et fidéliser la clientèle."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00e895f4-b9d3-4a1a-8c36-baf10fbfb982,skill/competence,sector-specific,confectionner des articles d’habillement,,,released,2023-11-28T17:02:59.358Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fabriquer en série ou sur mesure des vêtements de différents types, assembler des composants de vêtements à l’aide de procédés tels que la couture, le collage, l’assemblage. Assembler les composants des vêtements à l’aide de points, de coutures, telles que des cols, des manches, des devants, des dos, des poches."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00eada7f-0b83-4f0c-af81-d7f92d838000,skill/competence,sector-specific,sécher des feuilles de tabac,,,released,2023-11-30T16:43:33.944Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Enlevez l’humidité des feuilles de tabac directement après leur récolte par divers procédés, tels que le séchage à l’air, le séchage à l’air chaud ou le séchage au soleil."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ebb379-ce26-439a-ba89-9a7d1ef2f696,skill/competence,cross-sector,élaborer un programme de rééducation,élaborer un programme de réadaptation,,released,2023-11-30T16:44:35.269Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Développer un programme de réadaptation pour aider les patients à reconstruire leurs compétences et à retrouver confiance en eux.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ec5333-e570-477b-9017-2e95fea0150a,skill/competence,sector-specific,maintenir des stocks de fournitures de nettoyage,,,released,2023-11-30T15:57:17.267Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Suivre le stock de matériaux de nettoyage, commander de nouveaux matériaux lorsque le stock est vide et suivre leur utilisation pour maintenir un approvisionnement constant.
   "
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00eefa32-9f77-4500-abe9-20afc7924a9d,knowledge,occupation-specific,vulcanisation à froid,,,released,2023-11-28T10:55:39.536Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Technique utilisée pour réparer les pneus défectueux, en particulier les pneus pour bicyclettes, et consistant à poncer la zone autour de la déchirure, à appliquer une solution de vulcanisation, puis une rustine pour sceller la déchirure."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00f12ec1-b416-4e3c-8ed7-c4f875c6b681,skill/competence,sector-specific,superviser les services ménagers,"superviser les activités de ménage
superviser des services de ménage
superviser les opérations de ménage",,released,2023-11-30T15:00:11.078Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Superviser l’entretien quotidien, et le nettoyage des chambres et des aires publiques, afin d’assurer un fonctionnement continu."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00f2eee1-cd4d-4a45-ae10-b6060f53ad5d,skill/competence,cross-sector,agir en tant que personne à contacter lors d’un incident relatif à des équipements,,,released,2023-11-28T16:56:44.753Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Agir en tant que personne à contacter en cas d’incident relatif à un équipement. Participer à l’enquête en fournissant des indications.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00fc7575-0cee-4b12-ade5-795cb2a4479a,skill/competence,sector-specific,gestion du calendrier lors d’un aménagement paysager,,,released,2023-11-30T15:51:59.501Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Planifier et mettre en œuvre les programmes de travail pour s’adapter aux activités d’aménagement paysager, qui comprennent la phase d’information au cours de laquelle le projet d’aménagement paysager est discuté avec un client, après quoi une série de croquis, de plans et de dessins sont présentés."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00ff06cc-103f-4c85-b5df-6f75acff6abf,skill/competence,sector-specific,donner des conseils sur la réglementation douanière,,,released,2024-02-29T17:03:42.447Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Fournir des informations concernant les restrictions à l’importation et à l’exportation, les systèmes tarifaires et d’autres questions douanières.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/011711eb-f20b-4d64-84d7-17b8979946dc,skill/competence,occupation-specific,gérer un département universitaire,,,released,2023-11-30T15:44:58.324Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Superviser et évaluer les pratiques de soutien universitaire, le bien-être des étudiants et les performances des enseignants."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0121ac3b-775b-4faf-b86d-0078623674bc,skill/competence,sector-specific,créer des bases de données terminologiques,,,released,2023-11-30T16:48:35.884Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Recueillir et proposer des termes après avoir vérifié leur pertinence, afin de constituer des bases de données terminologiques concernant divers domaines."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012795fe-5f85-4d12-a10e-9dabda4ea05f,skill/competence,occupation-specific,réparer une bicyclette électrique,réparer un vélo électrique,,released,2023-11-30T15:05:03.04Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Inspecter le fonctionnement des composants électriques, du câblage et des fusibles. Vérifier l’absence de dommages et de dysfonctionnements, et en déterminer la cause. Démonter et réparer les composants de la bicyclette, tels que les moteurs électriques transportables, les systèmes de commutation, les systèmes d’alimentation électrique et les systèmes d’éclairage. Régler les dispositifs de commutation mécaniques et électroniques, les entraînements, les systèmes de freinage et les composants du châssis. Vérifier les liquides de fonctionnement de la bicyclette et vérifier s’ils doivent être rechargés ou changés."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012d6406-016a-4790-aeb8-853e61058517,skill/competence,sector-specific,entretenir des équipements de tri sélectif,,,released,2025-07-25T08:55:01.796Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/green,
http://data.europa.eu/esco/concept-scheme/member-skills",Effectuer l’entretien courant ainsi que des réparations mineures sur l’équipement utilisé pour le tri des déchets et des matières recyclables.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/012f9ad1-b95b-42f1-b2c7-3793cdbce443,skill/competence,sector-specific,expliquer les caractéristiques des chambres aux clients,"présenter les caractéristiques des chambres aux clients
expliquer les services des chambres aux clients",,released,2023-11-28T11:05:09.788Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Clarifier les installations d’hébergement des clients et leur montrer comment s’en servir.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0132ac4f-ffac-4396-8b56-052fde0c9d73,knowledge,sector-specific,types d’orge,,,released,2023-11-30T14:57:44.02Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Les différents types d’orge; leurs caractéristiques et leur qualité.
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013441c1-1f13-47e9-80c4-9a53e8e1bc05,knowledge,sector-specific,KDevelop,,,released,2023-06-08T15:25:12.058Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/6c930acd-c104-4ece-acf7-f44fd7333036","Le programme informatique KDevelop est une suite d’outils de développement de logiciels destinés à l’écriture de programmes (tels qu’un compilateur, un programme de débogage, un éditeur de code et un surligneur), intégrés dans une interface utilisateur unifiée. Il est développé par la communauté logicielle KDE."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0138fdc7-edbb-485c-9aa9-544f723eb62f,skill/competence,sector-specific,acheter des pièces de véhicules,,,released,2020-06-30T08:41:54.136Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Commander les pièces spécifiques requises pour l’entretien et la réparation d’une grande variété de véhicules.
	"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,skill/competence,cross-sector,inspecter des installations offshore,,,released,2025-07-25T11:15:00.857Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Effectuer des inspections régulières pendant et après la construction d’installations offshore, telles que les plateformes pétrolières, afin de garantir la minimisation des risques et le respect des réglementations."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0156865e-5010-4908-8e0f-ce3aebc2d136,skill/competence,occupation-specific,ajuster les paramètres de découpe d’enveloppes,,,released,2023-11-30T16:18:14.909Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","S’assurer d’utiliser le bon étalon de découpe et de colmatage des fenêtres. Préparer en appliquant de la colle sur l’ébauche avec un pochoir sec et sur le matériau de la fenêtre pendant son transport. Ajuster en fonction de la position de la fenêtre, de la colle, de la position du pochoir et du niveau de régularité."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0157feec-52c2-4764-b83d-2d017ce8e49d,skill/competence,sector-specific,préparer des huiles,,,released,2023-11-30T15:09:08.216Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Sélectionner les huiles appropriées pour le client, les mélanger afin de créer des composés individualisés avec des besoins et des ratios spécifiques pour les clients, en tenant un registre des traitements appliqués et des mélanges utilisés pendant la thérapie."
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/015b0162-6dd3-4d46-bbfd-325086155dd5,skill/competence,sector-specific,acheter des fournitures,"gérer les approvisionnements
achat de fournitures
acquérir des fournitures
gagner des fournitures
achats de fournitures",,released,2025-02-27T12:45:08.961Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Acheter et réapprovisionner les fournitures ; s’assurer que toutes les marchandises requises sont disponibles en stock.
